"Time stamp","System power generated | (kW)","Wind speed | (m/s)","Internal wake loss percent | (%)","Air temperature | ('C)"
"Jan 18, 08:00 pm",71718.7,7.07,3.13553,-4.02
"Jan 18, 09:00 pm",40968.7,6.13,3.36906,-4.09
"Jan 18, 10:00 pm",38089.8,6.01,2.79018,-4.35
"Jan 18, 11:00 pm",16186.6,4.88,4.75442,-4.39
"Jan 19, 12:00 am",41386.7,6.12,2.36255,-4.77
"Jan 19, 01:00 am",55948.8,6.61,3.41063,-4.92
"Jan 19, 02:00 am",60306.7,6.72,2.63613,-5.5
"Jan 19, 03:00 am",61022.3,6.73,2.25418,-5.96
"Jan 19, 04:00 am",91345.3,7.55,3.76914,-6.33
"Jan 19, 05:00 am",162497,9.27,2.99286,-6.35
"Jan 19, 06:00 am",157942,9.11,1.73001,-6.49
"Jan 19, 07:00 am",226986,10.64,1.13343,-6.29
"Jan 19, 08:00 am",253284,11.29,1.01446,-5.95
"Jan 19, 09:00 am",301779,12.75,0.454288,-4.72
"Jan 19, 10:00 am",304340,12.9,0.436884,-3.31
"Jan 19, 11:00 am",301381,12.78,0.458076,-2.04
"Jan 19, 12:00 pm",328793,14.99,0.136788,-0.89
"Jan 19, 01:00 pm",304127,12.96,0.492235,0.02
"Jan 19, 02:00 pm",283903,12.26,0.916331,0.88
"Jan 19, 03:00 pm",313953,13.5,0.584954,1.22
"Jan 19, 04:00 pm",321978,14.09,0.273532,1.26
"Jan 19, 05:00 pm",327612,14.93,0.24452,1.67
"Jan 19, 06:00 pm",332836,15.96,0.214878,2.1
"Jan 19, 07:00 pm",333722,16.1,0.017094,2.53
"Jan 19, 08:00 pm",332296,15.86,0.130721,3.07
"Jan 19, 09:00 pm",331558,15.67,0.0629182,3.3
"Jan 19, 10:00 pm",323685,14.34,0.177075,3.03
"Jan 19, 11:00 pm",318600,13.9,0.658252,2.41
"Jan 20, 12:00 am",282760,12.31,1.54683,1.78
"Jan 20, 01:00 am",221096,10.67,2.02256,1.33
"Jan 20, 02:00 am",203596,10.22,1.44723,1.01
"Jan 20, 03:00 am",198397,10.1,1.38262,0.84
"Jan 20, 04:00 am",183050,9.74,1.61714,0.68
"Jan 20, 05:00 am",130119,8.56,1.83162,0.41
"Jan 20, 06:00 am",96593.5,7.7,2.33949,0.14
"Jan 20, 07:00 am",81838.6,7.35,1.99804,-0.17
"Jan 20, 08:00 am",41625.6,6.16,2.2644,-0.39
"Jan 20, 09:00 am",20995.8,5.24,2.60507,-0.02
"Jan 20, 10:00 am",18429.9,5.05,2.00238,0.58
"Jan 20, 11:00 am",17737.4,5,1.83208,1.25
"Jan 20, 12:00 pm",26101.5,5.53,1.85748,1.64
"Jan 20, 01:00 pm",31212.7,5.81,3.04604,1.84
"Jan 20, 02:00 pm",30898.1,5.8,3.1244,1.88
"Jan 20, 03:00 pm",59196.4,6.76,3.61391,1.4
"Jan 20, 04:00 pm",30050.7,5.76,2.78978,0.9
"Jan 20, 05:00 pm",55460.4,6.69,7.05455,-0.75
"Jan 20, 06:00 pm",102490,7.82,1.57573,-2.21
"Jan 20, 07:00 pm",137709,8.68,1.92783,-2.93
"Jan 20, 08:00 pm",167114,9.35,1.71717,-3.94
"Jan 20, 09:00 pm",258219,11.41,1.01066,-4.99
"Jan 20, 10:00 pm",198572,10.01,1.59015,-5.22
"Jan 20, 11:00 pm",283011,12.19,1.86771,-6.1
"Jan 21, 12:00 am",260717,11.44,1.0572,-7.13
"Jan 21, 01:00 am",298877,12.56,0.778316,-8.88
"Jan 21, 02:00 am",265404,11.52,1.16094,-9.52
"Jan 21, 03:00 am",272853,11.71,0.850973,-9.66
"Jan 21, 04:00 am",290465,12.25,0.656137,-10.26
"Jan 21, 05:00 am",190341,9.73,1.29158,-10.31
"Jan 21, 06:00 am",225207,10.62,3.26521,-12.01
"Jan 21, 07:00 am",192547,9.79,2.49505,-13.54
"Jan 21, 08:00 am",176209,9.49,4.80614,-14.01
"Jan 21, 09:00 am",119745,8.2,4.52931,-14.17
"Jan 21, 10:00 am",98949.8,7.61,2.83425,-13.94
"Jan 21, 11:00 am",81397.9,7.21,3.05964,-13.23
"Jan 21, 12:00 pm",65821,6.79,2.51677,-12.78
"Jan 21, 01:00 pm",42306.2,6.07,2.41991,-12.36
"Jan 21, 02:00 pm",29923.4,5.64,2.66314,-12.22
"Jan 21, 03:00 pm",31918.5,5.71,2.91954,-12.58
"Jan 21, 04:00 pm",23210.5,5.25,2.21412,-13.11
"Jan 21, 05:00 pm",15871.1,4.74,2.46746,-13.5
"Jan 21, 06:00 pm",12847.9,4.48,3.10862,-14.07
"Jan 21, 07:00 pm",0,3.39,0,-14.39
"Jan 21, 08:00 pm",0,2.79,0,-14.61
"Jan 21, 09:00 pm",0,2.37,0,-14.62
"Jan 21, 10:00 pm",0,1.93,0,-14.62
"Jan 21, 11:00 pm",0,1.9,0,-14.56
"Jan 22, 12:00 am",0,2.24,0,-14.26
"Jan 22, 01:00 am",0,2.88,0,-14.12
"Jan 22, 02:00 am",0,3.48,0,-13.93
"Jan 22, 03:00 am",10159.7,4.07,0.549137,-13.67
"Jan 22, 04:00 am",10135.3,4.06,0.494859,-13.24
"Jan 22, 05:00 am",18152.6,4.93,1.99628,-13.24
"Jan 22, 06:00 am",44222.5,6.14,2.41099,-13.24
"Jan 22, 07:00 am",65386.2,6.78,2.23403,-13.22
"Jan 22, 08:00 am",83859.9,7.28,2.39677,-12.95
"Jan 22, 09:00 am",86779.9,7.37,2.92068,-12.18
"Jan 22, 10:00 am",87642.4,7.41,3.45953,-11.18
"Jan 22, 11:00 am",122434,8.25,1.68303,-9.6
"Jan 22, 12:00 pm",122905,8.27,1.57824,-8.68
"Jan 22, 01:00 pm",154837,9.03,2.07957,-8.02
"Jan 22, 02:00 pm",159781,9.15,2.13869,-7.57
"Jan 22, 03:00 pm",200108,10.07,2.77119,-7.6
"Jan 22, 04:00 pm",298705,12.55,0.707045,-9.06
"Jan 22, 05:00 pm",325041,14.22,0.134952,-10.69
"Jan 22, 06:00 pm",306934,12.87,0.659602,-13.2
"Jan 22, 07:00 pm",322229,13.76,0.236427,-15.28
"Jan 22, 08:00 pm",307860,12.83,0.538582,-16.58
"Jan 22, 09:00 pm",294240,12.29,1.25273,-18.11
"Jan 22, 10:00 pm",273728,11.62,1.14765,-18.64
"Jan 22, 11:00 pm",276376,11.68,1.03566,-18.94
"Jan 23, 12:00 am",271542,11.53,1.03115,-19.21
"Jan 23, 01:00 am",266710,11.4,1.17639,-19.07
"Jan 23, 02:00 am",282092,11.83,0.924031,-18.77
"Jan 23, 03:00 am",303164,12.54,0.526046,-18.76
"Jan 23, 04:00 am",302041,12.47,0.488617,-19.06
"Jan 23, 05:00 am",313098,13,0.498451,-19.3
"Jan 23, 06:00 am",277669,11.69,1.08512,-19.25
"Jan 23, 07:00 am",311142,12.9,0.495707,-19.05
"Jan 23, 08:00 am",318589,13.34,0.343515,-18.72
"Jan 23, 09:00 am",276454,11.67,1.13104,-17.89
"Jan 23, 10:00 am",244209,10.87,1.55379,-16.95
"Jan 23, 11:00 am",220645,10.32,1.65147,-16.05
"Jan 23, 12:00 pm",209396,10.07,1.53052,-15.31
"Jan 23, 01:00 pm",188241,9.6,1.57835,-14.58
"Jan 23, 02:00 pm",215400,10.22,1.4656,-14.19
"Jan 23, 03:00 pm",231547,10.59,1.13345,-14.27
"Jan 23, 04:00 pm",227572,10.47,1.26629,-14.83
"Jan 23, 05:00 pm",240970,10.8,1.42794,-15.67
"Jan 23, 06:00 pm",195436,9.73,1.49093,-16.49
"Jan 23, 07:00 pm",201030,9.84,1.6032,-17.37
"Jan 23, 08:00 pm",152959,8.8,1.81562,-18.04
"Jan 23, 09:00 pm",74409.5,6.93,2.23842,-18.48
"Jan 23, 10:00 pm",75338.1,6.96,2.56978,-18.7
"Jan 23, 11:00 pm",31434.3,5.67,6.38566,-18.02
"Jan 24, 12:00 am",53524.8,6.4,4.21058,-17.21
"Jan 24, 01:00 am",100144,7.57,2.0718,-16.76
"Jan 24, 02:00 am",102889,7.64,1.51011,-16.58
"Jan 24, 03:00 am",139644,8.52,1.63092,-16.28
"Jan 24, 04:00 am",161360,9.03,1.89273,-15.76
"Jan 24, 05:00 am",252552,11.1,1.55281,-15.35
"Jan 24, 06:00 am",313217,13.08,0.545301,-14.99
"Jan 24, 07:00 am",332349,15.41,0.152825,-14.66
"Jan 24, 08:00 am",331218,15.13,0.0701762,-14.02
"Jan 24, 09:00 am",333779,16.19,0,-12.82
"Jan 24, 10:00 am",333779,16.99,0,-11.72
"Jan 24, 11:00 am",333779,17.44,0,-10.22
"Jan 24, 12:00 pm",333779,17.55,0,-9.17
"Jan 24, 01:00 pm",333779,16.72,0,-7.96
"Jan 24, 02:00 pm",333779,16.54,0,-6.95
"Jan 24, 03:00 pm",333779,17.36,0,-6.25
"Jan 24, 04:00 pm",333779,17.65,0,-5.82
"Jan 24, 05:00 pm",333779,19.12,0,-5.34
"Jan 24, 06:00 pm",333779,17.46,0,-5.06
"Jan 24, 07:00 pm",333779,19.9,0,-6.03
"Jan 24, 08:00 pm",333779,19.91,0,-5.72
"Jan 24, 09:00 pm",333779,19.27,0,-5.18
"Jan 24, 10:00 pm",333779,19.03,0,-4.71
"Jan 24, 11:00 pm",333779,18.76,0,-4.22
"Jan 25, 12:00 am",333779,18.02,0,-3.56
"Jan 25, 01:00 am",333779,17.03,0,-2.86
"Jan 25, 02:00 am",331372,15.57,0.100518,-2.12
"Jan 25, 03:00 am",316431,13.69,0.642673,-1.39
"Jan 25, 04:00 am",317629,13.69,0.282522,-1.45
"Jan 25, 05:00 am",319429,13.8,0.304434,-2.99
"Jan 25, 06:00 am",302973,12.85,0.537263,-5.3
"Jan 25, 07:00 am",299104,12.64,0.719247,-7.82
"Jan 25, 08:00 am",321017,13.81,0.399225,-10.54
"Jan 25, 09:00 am",286910,12.2,1.00241,-11.56
"Jan 25, 10:00 am",284158,12.09,1.01809,-11.98
"Jan 25, 11:00 am",268074,11.62,1.40698,-12.42
"Jan 25, 12:00 pm",285224,12.11,1.03817,-12.82
"Jan 25, 01:00 pm",289242,12.25,1.0485,-13.08
"Jan 25, 02:00 pm",245244,11.03,1.74354,-13.6
"Jan 25, 03:00 pm",287462,12.13,0.795085,-14.41
"Jan 25, 04:00 pm",272535,11.66,0.976053,-15.03
"Jan 25, 05:00 pm",295763,12.37,0.910769,-16.06
"Jan 25, 06:00 pm",120502,8.13,1.65186,-16.77
"Jan 25, 07:00 pm",97116.3,7.55,2.86196,-17.06
"Jan 25, 08:00 pm",150700,8.84,2.20081,-17.5
"Jan 25, 09:00 pm",38695.1,5.92,2.4572,-17.75
"Jan 25, 10:00 pm",25062.1,5.34,2.19546,-17.82
"Jan 25, 11:00 pm",10946.5,4.24,1.57053,-17.74
"Jan 26, 12:00 am",17314.3,4.85,1.7746,-17.72
"Jan 26, 01:00 am",48925.8,6.32,4.54022,-17.56
"Jan 26, 02:00 am",72013.6,7.01,5.15748,-16.41
"Jan 26, 03:00 am",153287,8.98,3.41506,-15.47
"Jan 26, 04:00 am",136663,8.66,4.92969,-14.67
"Jan 26, 05:00 am",207244,10.24,3.59126,-14.18
"Jan 26, 06:00 am",231043,10.82,3.02505,-13.44
"Jan 26, 07:00 am",290575,12.39,1.5565,-11.77
"Jan 26, 08:00 am",324172,14.2,0.125236,-8.8
"Jan 26, 09:00 am",329656,15.14,0.225893,-4.95
"Jan 26, 10:00 am",322358,14.09,0.149728,-0.69
"Jan 26, 11:00 am",306879,13.23,1.08456,-0.03
"Jan 26, 12:00 pm",323393,14.3,0.243465,0.07
"Jan 26, 01:00 pm",325688,14.62,0.209363,-0.15
"Jan 26, 02:00 pm",253555,11.49,2.17229,-0.31
"Jan 26, 03:00 pm",284885,12.36,1.51415,-0.9
"Jan 26, 04:00 pm",294181,12.64,1.50389,-2.03
"Jan 26, 05:00 pm",326056,14.56,0.135399,-3.57
"Jan 26, 06:00 pm",332567,15.73,0.127402,-5.42
"Jan 26, 07:00 pm",333779,18.38,0,-8.1
"Jan 26, 08:00 pm",333779,18.25,0,-11.48
"Jan 26, 09:00 pm",333779,17.46,0,-14.33
"Jan 26, 10:00 pm",333779,16.23,0,-15.83
"Jan 26, 11:00 pm",333779,17.28,0,-17.85
"Jan 27, 12:00 am",333779,16.07,0,-18.72
"Jan 27, 01:00 am",328546,14.58,0.145134,-19.37
"Jan 27, 02:00 am",330442,14.84,0.0743033,-19.99
"Jan 27, 03:00 am",332159,15.33,0.188827,-20.63
"Jan 27, 04:00 am",331532,15.12,0.0766674,-21.2
"Jan 27, 05:00 am",322400,13.62,0.146252,-21.65
"Jan 27, 06:00 am",305271,12.59,0.455294,-22.14
"Jan 27, 07:00 am",255050,11.05,1.0225,-22.55
"Jan 27, 08:00 am",261781,11.22,1.1731,-22.56
"Jan 27, 09:00 am",209854,10.01,1.41977,-22.25
"Jan 27, 10:00 am",199945,9.8,1.68932,-21.72
"Jan 27, 11:00 am",241208,10.76,1.44282,-21.32
"Jan 27, 12:00 pm",229668,10.47,1.11348,-20.75
"Jan 27, 01:00 pm",177144,9.33,2.18002,-20.27
"Jan 27, 02:00 pm",201078,9.84,1.74436,-20.2
"Jan 27, 03:00 pm",169344,9.18,1.99296,-20.1
"Jan 27, 04:00 pm",174264,9.28,2.37534,-20.18
"Jan 27, 05:00 pm",186226,9.49,1.53322,-20.41
"Jan 27, 06:00 pm",170227,9.18,1.73923,-20.46
"Jan 27, 07:00 pm",151923,8.77,1.92155,-20.55
"Jan 27, 08:00 pm",115737,7.95,2.5163,-20.64
"Jan 27, 09:00 pm",85021.9,7.21,2.48726,-20.68
"Jan 27, 10:00 pm",80011.8,7.07,2.25828,-20.65
"Jan 27, 11:00 pm",49050.2,6.22,2.45857,-20.42
"Jan 28, 12:00 am",44476.2,6.07,2.57023,-20.45
"Jan 28, 01:00 am",41960.5,5.98,2.3377,-20.45
"Jan 28, 02:00 am",18324.3,4.88,2.06649,-20.38
"Jan 28, 03:00 am",43651.3,6.04,2.39434,-20.35
"Jan 28, 04:00 am",27093.6,5.41,1.94121,-20.01
"Jan 28, 05:00 am",22664.3,5.18,3.64748,-19.83
"Jan 28, 06:00 am",28977.2,5.53,2.09748,-19.77
"Jan 28, 07:00 am",16943,4.8,3.49058,-19.55
"Jan 28, 08:00 am",30130.1,5.62,6.09917,-19.37
"Jan 28, 09:00 am",23250.4,5.24,5.11501,-18.88
"Jan 28, 10:00 am",29053.5,5.58,4.84799,-18.11
"Jan 28, 11:00 am",51291.4,6.35,4.4674,-17.18
"Jan 28, 12:00 pm",76368.1,7.06,4.33681,-16.44
"Jan 28, 01:00 pm",68681.7,6.87,4.5885,-15.78
"Jan 28, 02:00 pm",64671.5,6.76,4.25717,-15.34
"Jan 28, 03:00 pm",73526.5,7,4.31466,-14.99
"Jan 28, 04:00 pm",54797.1,6.48,4.56828,-14.75
"Jan 28, 05:00 pm",49246.7,6.31,4.14455,-14.56
"Jan 28, 06:00 pm",56405.7,6.5,2.74317,-14.36
"Jan 28, 07:00 pm",39458.8,5.95,2.67908,-14.19
"Jan 28, 08:00 pm",71963.6,6.95,3.43249,-14.18
"Jan 28, 09:00 pm",100511,7.64,2.40866,-14.01
"Jan 28, 10:00 pm",121831,8.19,2.49688,-13.73
"Jan 28, 11:00 pm",160008,9.06,2.28304,-13.47
"Jan 29, 12:00 am",154790,8.94,2.0919,-13.08
"Jan 29, 01:00 am",146536,8.75,1.64479,-12.54
"Jan 29, 02:00 am",119856,8.13,1.60714,-12.12
"Jan 29, 03:00 am",144413,8.7,1.54088,-11.96
"Jan 29, 04:00 am",127438,8.32,1.66013,-11.96
"Jan 29, 05:00 am",111378,7.94,1.93435,-11.81
"Jan 29, 06:00 am",146667,8.76,1.60824,-11.75
"Jan 29, 07:00 am",152563,8.9,1.7978,-11.55
"Jan 29, 08:00 am",165494,9.19,1.51861,-11.2
"Jan 29, 09:00 am",143715,8.71,1.642,-10.1
"Jan 29, 10:00 am",129631,8.41,1.89683,-8.95
"Jan 29, 11:00 am",121364,8.22,1.76926,-7.88
"Jan 29, 12:00 pm",147826,8.85,1.75865,-7.02
"Jan 29, 01:00 pm",165993,9.27,1.67564,-6.28
"Jan 29, 02:00 pm",171404,9.41,2.07342,-5.61
"Jan 29, 03:00 pm",156725,9.09,2.37886,-5.22
"Jan 29, 04:00 pm",168324,9.34,1.56973,-5.03
"Jan 29, 05:00 pm",266878,11.6,0.94664,-5.09
"Jan 29, 06:00 pm",278730,11.94,0.78845,-5.1
"Jan 29, 07:00 pm",314607,13.33,0.375,-5.22
"Jan 29, 08:00 pm",324394,14.2,0.127714,-5.17
"Jan 29, 09:00 pm",323965,14.15,0.155777,-5.46
"Jan 29, 10:00 pm",325660,14.4,0.154393,-5.62
"Jan 29, 11:00 pm",333779,16.03,0,-5.7
"Jan 30, 12:00 am",333779,16.36,0,-5.75
"Jan 30, 01:00 am",333779,16.4,0,-5.81
"Jan 30, 02:00 am",333779,16.39,0,-5.86
"Jan 30, 03:00 am",333779,17.13,0,-5.87
"Jan 30, 04:00 am",333779,17.94,0,-5.97
"Jan 30, 05:00 am",333779,17.39,0,-6.13
"Jan 30, 06:00 am",333779,16.58,0,-6.18
"Jan 30, 07:00 am",333779,16.86,0,-6.31
"Jan 30, 08:00 am",333779,18.64,0,-5.84
"Jan 30, 09:00 am",333779,18.85,0,-4.73
"Jan 30, 10:00 am",333779,18.65,0,-3.54
"Jan 30, 11:00 am",333779,19.12,0,-2.42
"Jan 30, 12:00 pm",333779,19.38,0,-1.44
"Jan 30, 01:00 pm",333779,18.63,0,-0.63
"Jan 30, 02:00 pm",333779,16.92,0,0.1
"Jan 30, 03:00 pm",319705,13.86,0.383015,0.63
"Jan 30, 04:00 pm",270862,11.86,1.10058,0.65
"Jan 30, 05:00 pm",331722,15.63,0.0865673,-0.78
"Jan 30, 06:00 pm",215149,10.49,1.76709,-0.24
"Jan 30, 07:00 pm",264996,11.69,1.31028,0.15
"Jan 30, 08:00 pm",284207,12.25,0.999804,-0.12
"Jan 30, 09:00 pm",287693,12.34,0.706896,-0.48
"Jan 30, 10:00 pm",194475,9.97,1.73822,-2.47
"Jan 30, 11:00 pm",132869,8.56,1.94114,-4.25
"Jan 31, 12:00 am",120947,8.28,2.50837,-5.67
"Jan 31, 01:00 am",72461.6,7.06,3.50858,-6.45
"Jan 31, 02:00 am",118560,8.19,2.39118,-7.71
"Jan 31, 03:00 am",101124,7.72,1.93448,-8.67
"Jan 31, 04:00 am",34796.6,5.84,2.98396,-9.68
"Jan 31, 05:00 am",10212.5,4.11,0.458082,-10.12
"Jan 31, 06:00 am",0,3.22,0,-10.37
"Jan 31, 07:00 am",0,2.69,0,-10.35
"Jan 31, 08:00 am",0,2.85,0,-10.09
"Jan 31, 09:00 am",0,2.68,0,-9.24
"Jan 31, 10:00 am",0,2.32,0,-8.24
"Jan 31, 11:00 am",0,2.26,0,-6.98
"Jan 31, 12:00 pm",0,2,0,-5.96
"Jan 31, 01:00 pm",0,1.79,0,-5.01
"Jan 31, 02:00 pm",0,1.66,0,-4.79
"Jan 31, 03:00 pm",0,2.09,0,-4.95
"Jan 31, 04:00 pm",0,2.33,0,-5.06
"Jan 31, 05:00 pm",0,2.81,0,-5.1
"Jan 31, 06:00 pm",0,3.11,0,-4.97
"Jan 31, 07:00 pm",0,3.63,0,-4.82
"Jan 31, 08:00 pm",3089.76,3.79,14.0121,-4.77
"Jan 31, 09:00 pm",10568.5,4.26,2.50663,-4.47
"Jan 31, 10:00 pm",13822.7,4.65,4.56165,-4.15
"Jan 31, 11:00 pm",14465.1,4.71,4.51456,-3.89
"Feb 1, 12:00 am",19384.6,5.12,4.41059,-3.71
"Feb 1, 01:00 am",23120.3,5.36,5.02274,-3.45
"Feb 1, 02:00 am",25643.7,5.5,4.09891,-3.1
"Feb 1, 03:00 am",32839.1,5.86,5.74297,-2.89
"Feb 1, 04:00 am",44364.8,6.26,3.91082,-2.63
"Feb 1, 05:00 am",29150.1,5.72,4.15516,-2.34
"Feb 1, 06:00 am",26635.7,5.54,2.01406,-2.11
"Feb 1, 07:00 am",18995.6,5.1,3.42011,-1.29
"Feb 1, 08:00 am",12866.5,4.6,4.93008,-0.35
"Feb 1, 09:00 am",2296.23,3.82,34.9426,-0.21
"Feb 1, 10:00 am",0,2.42,0,0.11
"Feb 1, 11:00 am",0,3.5,0,0.13
"Feb 1, 12:00 pm",9736,4.01,1.5232,0.26
"Feb 1, 01:00 pm",11386.1,4.4,1.35738,0.37
"Feb 1, 02:00 pm",15493.7,4.84,4.64593,0.11
"Feb 1, 03:00 pm",25367.2,5.49,2.86023,-0.03
"Feb 1, 04:00 pm",61459.7,6.82,3.9245,-0.4
"Feb 1, 05:00 pm",95589.9,7.75,5.83669,-1.18
"Feb 1, 06:00 pm",73126.3,7.17,5.95994,-1.92
"Feb 1, 07:00 pm",77502.3,7.27,5.14859,-2.3
"Feb 1, 08:00 pm",62718.7,6.88,6.51348,-2.94
"Feb 1, 09:00 pm",106940,8.03,5.23913,-3.28
"Feb 1, 10:00 pm",77929.7,7.23,3.50604,-3.47
"Feb 1, 11:00 pm",86201.8,7.46,4.29103,-3.9
"Feb 2, 12:00 am",71769.6,7.04,2.91669,-4.56
"Feb 2, 01:00 am",98672.4,7.68,2.36624,-5.55
"Feb 2, 02:00 am",120245,8.22,1.82554,-6.34
"Feb 2, 03:00 am",105703,7.86,1.64002,-6.98
"Feb 2, 04:00 am",88001.5,7.42,2.46706,-7.67
"Feb 2, 05:00 am",81109.2,7.22,2.10451,-9.6
"Feb 2, 06:00 am",97256.4,7.58,2.43008,-10.78
"Feb 2, 07:00 am",90410.8,7.43,2.57543,-11.7
"Feb 2, 08:00 am",74783.4,7.02,2.42489,-13.24
"Feb 2, 09:00 am",36221,5.85,2.73236,-12.77
"Feb 2, 10:00 am",42213.9,6.07,2.42445,-11.83
"Feb 2, 11:00 am",38694.3,5.95,2.54755,-10.99
"Feb 2, 12:00 pm",38008.2,5.93,2.57352,-10.29
"Feb 2, 01:00 pm",29195.9,5.62,1.76949,-9.84
"Feb 2, 02:00 pm",24114.3,5.32,2.24708,-9.75
"Feb 2, 03:00 pm",49596.8,6.33,2.26308,-10.16
"Feb 2, 04:00 pm",69693.9,6.91,2.46613,-10.57
"Feb 2, 05:00 pm",60499,6.64,2.33796,-11.4
"Feb 2, 06:00 pm",52083.1,6.39,2.51839,-12.22
"Feb 2, 07:00 pm",34768.9,5.8,2.86445,-12.58
"Feb 2, 08:00 pm",24562.7,5.33,2.81992,-12.85
"Feb 2, 09:00 pm",10340.5,4.16,1.91019,-13.28
"Feb 2, 10:00 pm",24566.4,5.34,4.19461,-14.42
"Feb 2, 11:00 pm",18746.2,4.99,4.80545,-15.3
"Feb 3, 12:00 am",35486.7,5.81,3.33121,-15.28
"Feb 3, 01:00 am",34265.4,5.76,2.8591,-15.62
"Feb 3, 02:00 am",47418.4,6.21,2.42727,-16.01
"Feb 3, 03:00 am",22344.9,5.17,2.20196,-17.31
"Feb 3, 04:00 am",21766.4,5.14,2.31061,-17.41
"Feb 3, 05:00 am",21396.6,5.12,2.56786,-17.66
"Feb 3, 06:00 am",12779.5,4.44,2.64352,-18.09
"Feb 3, 07:00 am",4990.18,3.78,19.5219,-17.93
"Feb 3, 08:00 am",0,2.93,0,-17.72
"Feb 3, 09:00 am",0,1.79,0,-16.5
"Feb 3, 10:00 am",0,1.65,0,-14.41
"Feb 3, 11:00 am",0,1.06,0,-12.39
"Feb 3, 12:00 pm",0,0.6,0,-10.61
"Feb 3, 01:00 pm",0,0.31,0,-9.37
"Feb 3, 02:00 pm",0,0.09,0,-8.72
"Feb 3, 03:00 pm",0,0.35,0,-8.51
"Feb 3, 04:00 pm",0,1.83,0,-9.15
"Feb 3, 05:00 pm",0,1.68,0,-9.47
"Feb 3, 06:00 pm",0,1.42,0,-9.37
"Feb 3, 07:00 pm",0,1.42,0,-9.26
"Feb 3, 08:00 pm",0,2.09,0,-9.46
"Feb 3, 09:00 pm",0,3.29,0,-9.97
"Feb 3, 10:00 pm",0,3.09,0,-9.86
"Feb 3, 11:00 pm",0,3.19,0,-10.06
"Feb 4, 12:00 am",0,2.97,0,-10.31
"Feb 4, 01:00 am",0,3.07,0,-10.5
"Feb 4, 02:00 am",0,3.41,0,-10.99
"Feb 4, 03:00 am",11874.2,4.38,1.30511,-11.44
"Feb 4, 04:00 am",23587.7,5.27,2.1859,-12.03
"Feb 4, 05:00 am",25933.7,5.4,1.86373,-11.76
"Feb 4, 06:00 am",55922.6,6.5,2.39346,-11.89
"Feb 4, 07:00 am",41959.4,6.05,2.29093,-11.92
"Feb 4, 08:00 am",33231.2,5.75,2.83375,-11.73
"Feb 4, 09:00 am",17701.5,4.9,1.82436,-10.35
"Feb 4, 10:00 am",22383.1,5.23,2.25297,-8.66
"Feb 4, 11:00 am",28875.9,5.62,1.90135,-6.99
"Feb 4, 12:00 pm",47894.1,6.31,2.56644,-5.93
"Feb 4, 01:00 pm",49937.3,6.38,2.21484,-5.31
"Feb 4, 02:00 pm",73553.1,7.06,2.35937,-4.92
"Feb 4, 03:00 pm",126679,8.39,1.71863,-4.56
"Feb 4, 04:00 pm",110079,8.02,3.49562,-5.41
"Feb 4, 05:00 pm",109706,7.97,1.92177,-5.94
"Feb 4, 06:00 pm",225880,10.59,1.30053,-5.88
"Feb 4, 07:00 pm",189749,9.77,1.27638,-5.84
"Feb 4, 08:00 pm",286322,12.16,0.611492,-6.19
"Feb 4, 09:00 pm",168654,9.34,1.47829,-6.26
"Feb 4, 10:00 pm",214062,10.34,1.29925,-6.68
"Feb 4, 11:00 pm",271734,11.73,0.977085,-7.48
"Feb 5, 12:00 am",276753,11.89,1.10429,-7.64
"Feb 5, 01:00 am",212798,10.32,1.65632,-7.43
"Feb 5, 02:00 am",294967,12.49,1.15546,-7.48
"Feb 5, 03:00 am",306733,12.96,0.660696,-7.42
"Feb 5, 04:00 am",302539,12.76,0.710207,-7.21
"Feb 5, 05:00 am",138979,8.66,1.82995,-6.83
"Feb 5, 06:00 am",265819,11.57,1.04115,-6.71
"Feb 5, 07:00 am",171126,9.4,1.71406,-6.18
"Feb 5, 08:00 am",178626,9.56,2.27515,-5.84
"Feb 5, 09:00 am",184171,9.68,2.09097,-5.28
"Feb 5, 10:00 am",163680,9.31,3.52412,-4.98
"Feb 5, 11:00 am",271010,11.75,1.24168,-4.8
"Feb 5, 12:00 pm",245472,11.17,2.68613,-4.97
"Feb 5, 01:00 pm",186851,9.81,3.49169,-4.73
"Feb 5, 02:00 pm",154190,9.11,4.62883,-4.89
"Feb 5, 03:00 pm",111786,8.11,5.44398,-5.1
"Feb 5, 04:00 pm",169546,9.37,2.49981,-6.15
"Feb 5, 05:00 pm",99083.8,7.67,2.54437,-6.4
"Feb 5, 06:00 pm",162928,9.16,1.47316,-7.22
"Feb 5, 07:00 pm",118864,8.14,1.75451,-7.94
"Feb 5, 08:00 pm",139810,8.62,1.69957,-8.57
"Feb 5, 09:00 pm",98391,7.61,2.35592,-9.18
"Feb 5, 10:00 pm",64383.5,6.77,2.80981,-9.47
"Feb 5, 11:00 pm",100611,7.67,2.44565,-10.41
"Feb 6, 12:00 am",70340.6,6.92,3.17723,-11.51
"Feb 6, 01:00 am",45567.8,6.17,2.54171,-12.39
"Feb 6, 02:00 am",95082.7,7.49,2.43995,-13.38
"Feb 6, 03:00 am",94337.7,7.46,2.33374,-14.65
"Feb 6, 04:00 am",93391.3,7.43,2.34038,-15.7
"Feb 6, 05:00 am",100104,7.57,1.59028,-16
"Feb 6, 06:00 am",111864,7.89,1.98997,-16.38
"Feb 6, 07:00 am",118835,8.04,1.82734,-17.3
